frameIndex,localTime,globalTime
99,60089.898476869,120176.53453761901
100,60089.931806886,120176.56786763601
101,60089.965133103,120176.60119385301
102,60089.998459411,120176.63452016101
103,60090.031805505,120176.66786625501
104,60090.065124141,120176.70118489102
105,60090.098465168,120176.734525918
106,60090.131797673,120176.767858423
107,60090.165119154,120176.80117990401
108,60090.198448909,120176.834509659
109,60090.231796555,120176.86785730501
110,60090.265109228,120176.90116997801
111,60090.298442583,120176.934503333
112,60090.331771713,120176.96783246301
113,60090.365115734,120177.00117648402
114,60090.398435573,120177.034496323
115,60090.431764613,120177.06782536302
116,60090.465110458,120177.101171208
117,60090.498428138,120177.13448888801
118,60090.531757734,120177.16781848401
119,60090.565106454,120177.20116720401
120,60090.598424093,120177.23448484301
121,60090.631763188,120177.26782393802
122,60090.665080618,120177.301141368
123,60090.698417839,120177.33447858901
124,60090.731745768,120177.36780651801
125,60090.765090756,120177.40115150601
126,60090.798422928,120177.43448367801
127,60090.831740451,120177.46780120101
128,60090.865088205,120177.50114895501
129,60090.898416978,120177.53447772801
130,60090.931736693,120177.56779744301
131,60090.965081838,120177.60114258801
132,60090.998405135,120177.634465885
133,60091.031746573,120177.66780732301
134,60091.065075078,120177.70113582801
135,60091.098394371,120177.73445512101
136,60091.131720847,120177.76778159701
137,60091.165070814,120177.80113156402
138,60091.198402123,120177.83446287301
139,60091.231714465,120177.86777521501
140,60091.265046692,120177.90110744201
141,60091.298376742,120177.93443749202
142,60091.331724093,120177.967784843
143,60091.36503906,120178.00109981
144,60091.398383817,120178.03444456702
145,60091.431705309,120178.06776605902
146,60091.465035728,120178.101096478
147,60091.498367754,120178.13442850401
148,60091.531699714,120178.16776046401
149,60091.565038739,120178.201099489
150,60091.598359117,120178.23441986702
151,60091.631689058,120178.267749808
152,60091.665029144,120178.30108989401
153,60091.698367585,120178.33442833502
154,60091.731689006,120178.36774975601
155,60091.765017174,120178.401077924
156,60091.798361866,120178.434422616
157,60091.831687827,120178.46774857701
158,60091.865017976,120178.50107872601
159,60091.898355354,120178.53441610401
160,60091.931685379,120178.567746129
161,60091.965008799,120178.60106954901
162,60091.998345324,120178.63440607401
163,60092.031670826,120178.66773157602
164,60092.065000996,120178.70106174602
165,60092.098328505,120178.73438925501
166,60092.13167014,120178.76773089002
167,60092.164989406,120178.801050156
168,60092.198319792,120178.83438054202
169,60092.231660934,120178.86772168402
170,60092.264988734,120178.901049484
171,60092.29831096,120178.93437171001
172,60092.33165751,120178.96771826001
173,60092.36497686,120179.00103761001
174,60092.398315036,120179.03437578601
175,60092.431639803,120179.06770055302
176,60092.464985786,120179.101046536
177,60092.498313165,120179.134373915
178,60092.531639355,120179.16770010501
179,60092.5649634,120179.20102415001
180,60092.598294634,120179.23435538402
181,60092.631634845,120179.26769559502
182,60092.664971348,120179.30103209801
183,60092.698289789,120179.33435053901
184,60092.731634209,120179.36769495902
185,60092.764966848,120179.40102759801
186,60092.79828573,120179.43434648
187,60092.831612082,120179.46767283202
188,60092.864953381,120179.501014131
189,60092.898287027,120179.53434777701
190,60092.931617826,120179.56767857602
191,60092.964938679,120179.600999429
192,60092.99826681,120179.63432756001
193,60093.031612037,120179.667672787
194,60093.064945242,120179.70100599201
195,60093.098268463,120179.73432921301
196,60093.131607185,120179.76766793501
197,60093.164939197,120179.80099994701
198,60093.198265377,120179.83432612702
199,60093.231595057,120179.867655807
200,60093.264930237,120179.90099098701
201,60093.298262331,120179.93432308102
202,60093.331584304,120179.96764505401
203,60093.364927357,120180.000988107
204,60093.398258867,120180.034319617
205,60093.431586482,120180.067647232
206,60093.464905154,120180.10096590401
207,60093.49823551,120180.13429626002
208,60093.531584306,120180.167645056
209,60093.564901288,120180.20096203801
210,60093.598228542,120180.23428929201
211,60093.631576439,120180.26763718901
212,60093.664905111,120180.30096586101
213,60093.69823255,120180.33429330001
214,60093.731569395,120180.36763014502
215,60093.764899938,120180.40096068801
216,60093.798227881,120180.43428863102
217,60093.831560632,120180.467621382
218,60093.864887491,120180.50094824101
219,60093.898216827,120180.53427757701
220,60093.931556518,120180.56761726801
221,60093.964872979,120180.600933729
222,60093.99821119,120180.63427194001
223,60094.031553716,120180.66761446602
224,60094.064874753,120180.700935503
225,60094.098207896,120180.73426864602
226,60094.131544821,120180.76760557102
227,60094.164867715,120180.800928465
228,60094.198200889,120180.83426163901
229,60094.231526283,120180.86758703302
230,60094.264853457,120180.90091420701
231,60094.298183768,120180.93424451801
232,60094.331534233,120180.96759498301
233,60094.364850992,120181.00091174201
234,60094.398186014,120181.034246764
235,60094.431515395,120181.06757614501
236,60094.464857251,120181.100918001
237,60094.498185922,120181.13424667201
238,60094.531501027,120181.16756177701
239,60094.564842824,120181.200903574
240,60094.598171913,120181.234232663
241,60094.631496227,120181.267556977
242,60094.664826358,120181.30088710801
243,60094.698166211,120181.33422696101
244,60094.731507629,120181.367568379
245,60094.764829853,120181.400890603
246,60094.798150864,120181.43421161402
247,60094.83149088,120181.46755163002
248,60094.864831181,120181.500891931
249,60094.898149197,120181.53420994701
250,60094.931488749,120181.56754949901
251,60094.964821724,120181.60088247401
252,60094.998137693,120181.634198443
253,60095.031476576,120181.66753732601
254,60095.064806978,120181.70086772801
255,60095.098133109,120181.73419385901
256,60095.131481172,120181.76754192202
257,60095.164804469,120181.800865219
258,60095.198128241,120181.83418899101
259,60095.231463787,120181.86752453701
260,60095.264793642,120181.900854392
261,60095.298139357,120181.934200107
262,60095.33146607,120181.96752682001
263,60095.364790216,120182.00085096601
264,60095.398127673,120182.03418842301
265,60095.431451689,120182.06751243901
266,60095.464789366,120182.10085011601
267,60095.498105839,120182.134166589
268,60095.531450724,120182.167511474
269,60095.564779032,120182.20083978202
270,60095.598106709,120182.23416745901
271,60095.631432224,120182.267492974
272,60095.664777776,120182.30083852602
273,60095.698093579,120182.334154329
274,60095.731440596,120182.36750134602
275,60095.764767772,120182.40082852202
276,60095.798104789,120182.43416553902
277,60095.831425673,120182.467486423
278,60095.86476244,120182.50082319
279,60095.89808495,120182.53414570002
280,60095.931410591,120182.56747134101
281,60095.964741435,120182.60080218501
282,60095.998090986,120182.63415173601
283,60096.031409095,120182.66746984501
284,60096.064748352,120182.70080910201
285,60096.09807204,120182.73413279
286,60096.131400837,120182.767461587
287,60096.164734983,120182.80079573301
288,60096.198079323,120182.83414007301
289,60096.231400344,120182.867461094
290,60096.264739807,120182.900800557
291,60096.298069037,120182.93412978701
292,60096.331401252,120182.96746200201
293,60096.36473659,120183.00079734
294,60096.398053808,120183.03411455802
295,60096.431389736,120183.067450486
296,60096.464721208,120183.10078195801
297,60096.49805097,120183.13411172002
298,60096.531381152,120183.16744190201
299,60096.564709245,120183.20076999502
300,60096.598050214,120183.23411096401
301,60096.631370147,120183.26743089702
302,60096.664713782,120183.300774532
303,60096.698044851,120183.33410560101
304,60096.731366398,120183.36742714801
305,60096.76469967,120183.40076042002
306,60096.798034175,120183.434094925
307,60096.831364905,120183.46742565502
308,60096.86469991,120183.50076066001
309,60096.898018975,120183.53407972501
310,60096.931359355,120183.56742010501
311,60096.964690792,120183.60075154202
312,60096.998023505,120183.63408425501
313,60097.031344225,120183.66740497501
314,60097.064681669,120183.70074241901
315,60097.098018004,120183.734078754
316,60097.131337406,120183.76739815601
317,60097.164666948,120183.80072769802
318,60097.198009183,120183.83406993301
319,60097.231337226,120183.86739797602
320,60097.264670046,120183.90073079601
321,60097.298001838,120183.934062588
322,60097.331324964,120183.967385714
323,60097.364655681,120184.00071643101
324,60097.397983107,120184.03404385701
325,60097.431331125,120184.06739187501
326,60097.464659091,120184.10071984101
327,60097.497992901,120184.13405365101
328,60097.531309742,120184.16737049201
329,60097.564641052,120184.20070180201
330,60097.59798527,120184.23404602
331,60097.63131712,120184.26737787001
332,60097.66465142,120184.30071217
333,60097.697982553,120184.33404330301
334,60097.731311153,120184.367371903
335,60097.764634871,120184.400695621
336,60097.797960513,120184.434021263
337,60097.831291522,120184.46735227201
338,60097.864629831,120184.50069058102
339,60097.897954839,120184.53401558902
340,60097.931286649,120184.56734739902
341,60097.964633825,120184.60069457501
342,60097.997962208,120184.63402295801
343,60098.031289317,120184.667350067
344,60098.064613947,120184.700674697
345,60098.097945427,120184.73400617701
346,60098.1312896,120184.76735035001
347,60098.16460358,120184.80066433002
348,60098.197947919,120184.83400866902
349,60098.231280023,120184.86734077301
350,60098.264603404,120184.900664154
351,60098.297926759,120184.93398750901
352,60098.331272765,120184.967333515
353,60098.364594233,120185.00065498301
354,60098.39792484,120185.03398559001
355,60098.431267677,120185.06732842702
356,60098.464592326,120185.10065307602
357,60098.497914037,120185.13397478701
358,60098.531251021,120185.16731177102
359,60098.564585315,120185.200646065
360,60098.59790959,120185.23397034
361,60098.631240511,120185.26730126102
362,60098.66458768,120185.30064843001
363,60098.697904538,120185.33396528801
364,60098.731248458,120185.36730920801
365,60098.764578482,120185.40063923202
366,60098.797909818,120185.433970568
367,60098.83123472,120185.46729547
368,60098.864567012,120185.50062776201
369,60098.897897705,120185.53395845501
370,60098.931229499,120185.56729024902
371,60098.964564919,120185.600625669
372,60098.997900776,120185.63396152601
373,60099.03122923,120185.66728998002
374,60099.064556164,120185.70061691401
375,60099.097878965,120185.73393971502
376,60099.131224232,120185.76728498201
377,60099.164537991,120185.80059874101
378,60099.197880383,120185.83394113301
379,60099.231201433,120185.86726218302
380,60099.264533243,120185.900593993
381,60099.297874543,120185.93393529301
382,60099.331196469,120185.96725721902
383,60099.364532713,120186.00059346302
384,60099.397868506,120186.03392925601
385,60099.43119095,120186.0672517
386,60099.464519659,120186.10058040901
387,60099.497870685,120186.133931435
388,60099.531190728,120186.16725147801
389,60099.564517132,120186.200577882
390,60099.597858881,120186.23391963102
391,60099.631178325,120186.26723907501
392,60099.664518903,120186.300579653
393,60099.69784774,120186.33390849
394,60099.73118768,120186.36724843
395,60099.764518768,120186.40057951801
396,60099.797848792,120186.43390954201
397,60099.831165838,120186.467226588
398,60099.864507986,120186.50056873601
399,60099.897839657,120186.53390040701
400,60099.931165661,120186.56722641102
401,60099.964493515,120186.60055426501
402,60099.997836478,120186.63389722802
403,60100.031165289,120186.66722603902
404,60100.064492879,120186.70055362901
405,60100.097816401,120186.73387715101
406,60100.131152782,120186.767213532
407,60100.164490763,120186.800551513
408,60100.197819683,120186.83388043301
409,60100.231137521,120186.86719827101
410,60100.264486502,120186.90054725201
411,60100.29780984,120186.93387059
412,60100.331149118,120186.96720986802
413,60100.364474246,120187.00053499601
414,60100.397803814,120187.033864564
415,60100.431133941,120187.06719469102
416,60100.464460674,120187.100521424
417,60100.497804802,120187.13386555201
418,60100.53113241,120187.16719316001
419,60100.564452871,120187.200513621
420,60100.597789312,120187.23385006201
421,60100.631125564,120187.26718631401
422,60100.664443021,120187.30050377101
423,60100.697779375,120187.33384012501
424,60100.731122131,120187.36718288102
425,60100.764445778,120187.400506528
426,60100.797769034,120187.43382978401
427,60100.831104345,120187.467165095
428,60100.864447059,120187.50050780902
429,60100.897769274,120187.53383002401
430,60100.931102212,120187.56716296202
431,60100.964426635,120187.600487385
432,60100.997756323,120187.63381707302
433,60101.031087829,120187.667148579
434,60101.064429183,120187.70048993302
435,60101.09775044,120187.73381119
436,60101.131094543,120187.76715529301
437,60101.164418966,120187.80047971601
438,60101.197760096,120187.83382084602
439,60101.231090493,120187.867151243
440,60101.264412624,120187.900473374
441,60101.297734353,120187.93379510302
442,60101.331081699,120187.96714244901
443,60101.364411975,120188.00047272502
444,60101.397738559,120188.033799309
445,60101.431068835,120188.06712958502
446,60101.464390338,120188.10045108802
447,60101.497734406,120188.13379515601
448,60101.531070532,120188.16713128201
449,60101.564388641,120188.200449391
450,60101.597721893,120188.23378264302
451,60101.631050436,120188.26711118601
452,60101.66439017,120188.30045092001
453,60101.697724131,120188.33378488102
454,60101.73105474,120188.36711549001
455,60101.7643827,120188.40044345001
456,60101.797704058,120188.43376480801
457,60101.83104377,120188.46710452001
458,60101.864369356,120188.50043010601
459,60101.897706047,120188.53376679702
460,60101.931033716,120188.56709446601
461,60101.964361742,120188.60042249202
462,60101.997708207,120188.63376895702
463,60102.031041527,120188.66710227702
464,60102.064353861,120188.70041461101
465,60102.097699805,120188.73376055501
466,60102.131035097,120188.76709584701
467,60102.164351709,120188.80041245901
468,60102.197685209,120188.83374595901
469,60102.231027375,120188.867088125
470,60102.264352946,120188.90041369601
471,60102.297681071,120188.933741821
472,60102.331002934,120188.96706368402
473,60102.364334475,120189.00039522501
474,60102.397681337,120189.03374208702
475,60102.431014253,120189.06707500301
476,60102.464344157,120189.10040490702
477,60102.497662449,120189.13372319902
478,60102.530993657,120189.16705440701
479,60102.564329227,120189.20038997702
480,60102.597666392,120189.23372714201
481,60102.630995454,120189.267056204
482,60102.664319458,120189.300380208
483,60102.697665066,120189.33372581602
484,60102.730985276,120189.36704602602
485,60102.764313178,120189.40037392802
486,60102.797657597,120189.43371834702
487,60102.830986454,120189.467047204
488,60102.864312789,120189.50037353902
489,60102.897631668,120189.53369241802
490,60102.930968609,120189.56702935901
491,60102.964306863,120189.60036761302
492,60102.997639848,120189.633700598
493,60103.030959016,120189.66701976601
494,60103.064300252,120189.700361002
495,60103.097635086,120189.73369583601
496,60103.130958254,120189.76701900401
497,60103.16428203,120189.80034278001
498,60103.197618099,120189.83367884901
499,60103.230958059,120189.86701880902
500,60103.264291767,120189.90035251701
501,60103.297611163,120189.93367191301
502,60103.33094475,120189.96700550002
503,60103.364271066,120190.000331816
504,60103.397610152,120190.03367090202
505,60103.430935967,120190.06699671701
506,60103.464265764,120190.10032651402
507,60103.497609828,120190.13367057801
508,60103.530937499,120190.16699824901
509,60103.564257045,120190.20031779501
510,60103.597600485,120190.23366123502
511,60103.630929743,120190.26699049301
512,60103.66425802,120190.30031877001
513,60103.697591104,120190.33365185402
514,60103.730920006,120190.366980756
515,60103.764262716,120190.40032346602
516,60103.797583801,120190.43364455101
517,60103.83090891,120190.46696966002
518,60103.86423712,120190.50029787
519,60103.897578688,120190.53363943801
520,60103.930903982,120190.56696473202
521,60103.964242131,120190.60030288101
522,60103.997567258,120190.63362800801
523,60104.030902744,120190.666963494
524,60104.064235203,120190.70029595301
525,60104.097566437,120190.733627187
526,60104.130892398,120190.766953148
527,60104.164218715,120190.80027946501
528,60104.197560342,120190.83362109201
529,60104.230889261,120190.86695001101
530,60104.264219329,120190.90028007902
531,60104.29755417,120190.93361492001
532,60104.330879912,120190.96694066201
533,60104.364215533,120191.00027628301
534,60104.397549231,120191.03360998101
535,60104.430880395,120191.066941145
536,60104.464214634,120191.100275384
537,60104.497545133,120191.13360588302
538,60104.530861963,120191.16692271302
539,60104.564209161,120191.200269911
540,60104.597536741,120191.23359749101
541,60104.630866099,120191.26692684901
542,60104.664200598,120191.30026134802
543,60104.697520711,120191.33358146102
544,60104.730858544,120191.366919294
545,60104.764186364,120191.40024711401
546,60104.797516531,120191.43357728102
547,60104.830859474,120191.46692022402
548,60104.864186392,120191.50024714202
549,60104.897507768,120191.533568518
550,60104.930839087,120191.56689983701
551,60104.96418222,120191.60024297002
552,60104.997499712,120191.63356046201
553,60105.030844582,120191.66690533201
554,60105.064170117,120191.70023086702
555,60105.097504444,120191.73356519401
556,60105.130833232,120191.76689398201
557,60105.164172932,120191.800233682
558,60105.197506054,120191.83356680401
559,60105.230827253,120191.86688800302
560,60105.26416754,120191.90022829
561,60105.297480563,120191.93354131302
562,60105.330826436,120191.96688718602
563,60105.364144841,120192.000205591
564,60105.397482549,120192.03354329901
565,60105.430822327,120192.066883077
566,60105.464146078,120192.100206828
567,60105.49747719,120192.13353794001
568,60105.53080898,120192.16686973002
569,60105.564137439,120192.200198189
570,60105.597469677,120192.23353042701
571,60105.630809593,120192.26687034301
572,60105.664138997,120192.30019974701
573,60105.697458038,120192.33351878801
574,60105.730787693,120192.36684844301
575,60105.764128484,120192.400189234
576,60105.797456816,120192.43351756601
577,60105.830785428,120192.46684617801
578,60105.864126885,120192.50018763501
579,60105.89744929,120192.53351004001
580,60105.93078604,120192.56684679001
581,60105.964108356,120192.60016910601
582,60105.997438066,120192.63349881601
583,60106.030772802,120192.66683355201
584,60106.064105967,120192.70016671701
585,60106.097436037,120192.73349678701
586,60106.130771288,120192.766832038
587,60106.164096815,120192.80015756501
588,60106.197438107,120192.83349885701
589,60106.230754193,120192.866814943
590,60106.264090289,120192.90015103901
591,60106.297429878,120192.93349062801
592,60106.330764942,120192.96682569201
593,60106.364094988,120193.000155738
594,60106.397425618,120193.03348636802
595,60106.430742682,120193.06680343201
596,60106.464075814,120193.10013656401
597,60106.497412542,120193.13347329201
598,60106.530733257,120193.166794007
599,60106.564074361,120193.20013511101
600,60106.597413034,120193.233473784
601,60106.6307359,120193.26679665002
602,60106.664067068,120193.30012781802
603,60106.697394553,120193.33345530301
604,60106.730734096,120193.36679484602
605,60106.764054372,120193.400115122
606,60106.797390123,120193.43345087301
607,60106.830726335,120193.46678708501
608,60106.864060027,120193.50012077701
609,60106.897392488,120193.53345323801
610,60106.930712696,120193.56677344601
611,60106.964039816,120193.60010056601
612,60106.9973731,120193.63343385002
613,60107.030708638,120193.66676938802
614,60107.064042254,120193.70010300401
615,60107.097377585,120193.73343833501
616,60107.130709372,120193.76677012202
617,60107.164045112,120193.800105862
618,60107.19735865,120193.8334194
619,60107.230694142,120193.86675489202
620,60107.26402188,120193.90008263002
621,60107.297356366,120193.933417116
622,60107.330695033,120193.96675578301
623,60107.364015601,120194.00007635102
624,60107.397351059,120194.03341180901
625,60107.430693171,120194.06675392101
626,60107.464020089,120194.10008083901
627,60107.497356825,120194.13341757501
628,60107.530685616,120194.16674636601
629,60107.564001701,120194.20006245101
630,60107.597339365,120194.23340011502
631,60107.630663445,120194.26672419501
632,60107.664012269,120194.30007301901
633,60107.697338558,120194.333399308
634,60107.730661012,120194.36672176201
635,60107.76400617,120194.40006692
636,60107.797333207,120194.433393957
637,60107.830665616,120194.46672636601
638,60107.863998112,120194.500058862
639,60107.89731777,120194.53337852002
640,60107.930658385,120194.56671913501
641,60107.963993123,120194.600053873
642,60107.99732033,120194.63338108001
643,60108.030642568,120194.66670331801
644,60108.063977942,120194.70003869201
645,60108.097314595,120194.73337534501
646,60108.130638137,120194.76669888702
647,60108.163961304,120194.80002205401
648,60108.197305707,120194.83336645701
649,60108.23063479,120194.86669554001
650,60108.263968852,120194.90002960201
651,60108.297292187,120194.93335293702
652,60108.330633795,120194.966694545
653,60108.363965174,120195.000025924
654,60108.397281865,120195.033342615
655,60108.430617702,120195.06667845201
656,60108.463946705,120195.10000745501
657,60108.497287563,120195.13334831301
658,60108.530623107,120195.16668385701
659,60108.56394884,120195.20000959001
660,60108.597281808,120195.233342558
661,60108.63059942,120195.26666017002
662,60108.663932753,120195.29999350301
663,60108.697266365,120195.33332711502
664,60108.730593866,120195.36665461601
665,60108.763934603,120195.39999535301
666,60108.797258144,120195.433318894
667,60108.830604434,120195.46666518401
668,60108.863934713,120195.499995463
669,60108.89725138,120195.53331213002
670,60108.930590104,120195.56665085402
671,60108.963910733,120195.59997148301
672,60108.997258256,120195.63331900601
673,60109.030574177,120195.66663492701
674,60109.063908306,120195.699969056
675,60109.097241163,120195.73330191302
676,60109.13058,120195.76664075001
677,60109.163906814,120195.799967564
678,60109.197239569,120195.833300319
679,60109.230568446,120195.86662919601
680,60109.263909109,120195.89996985902
681,60109.297239933,120195.93330068301
682,60109.330571887,120195.96663263702
683,60109.363897754,120195.99995850402
684,60109.397231876,120196.033292626
685,60109.430559991,120196.06662074101
686,60109.463883446,120196.099944196
687,60109.497213818,120196.13327456801
688,60109.5305601,120196.16662085001
689,60109.563891971,120196.19995272101
690,60109.597209362,120196.23327011202
691,60109.630546073,120196.26660682302
692,60109.663870015,120196.299930765
693,60109.697209894,120196.33327064401
694,60109.730530793,120196.36659154302
695,60109.763863213,120196.399923963
696,60109.797199799,120196.433260549
697,60109.83052699,120196.46658774001
698,60109.863853617,120196.49991436701
699,60109.897194272,120196.53325502202
700,60109.930520314,120196.56658106402
701,60109.963847592,120196.599908342
702,60109.997184134,120196.63324488401
703,60110.030512537,120196.66657328702
704,60110.063854662,120196.69991541201
705,60110.09719119,120196.73325194001
706,60110.130509899,120196.76657064901
707,60110.163840693,120196.79990144301
708,60110.197166927,120196.83322767701
709,60110.230502638,120196.866563388
710,60110.263833294,120196.899894044
711,60110.297166459,120196.93322720901
712,60110.330494696,120196.96655544601
713,60110.36382257,120196.99988332001
714,60110.397159932,120197.033220682
715,60110.430486558,120197.066547308
716,60110.463818974,120197.099879724
717,60110.497151169,120197.13321191902
718,60110.530490376,120197.166551126
719,60110.563809944,120197.199870694
720,60110.597158194,120197.23321894402
721,60110.630479097,120197.26653984701
722,60110.663811513,120197.29987226301
723,60110.697148416,120197.33320916601
724,60110.730473208,120197.366533958
725,60110.763809153,120197.39986990302
726,60110.797145612,120197.43320636201
727,60110.830475446,120197.466536196
728,60110.863802515,120197.49986326501
729,60110.897128181,120197.533188931
730,60110.930469374,120197.56653012401
731,60110.96379171,120197.59985246
732,60110.997135236,120197.63319598601
733,60111.030459153,120197.66651990301
734,60111.063782364,120197.69984311401
735,60111.097126973,120197.733187723
736,60111.130440059,120197.76650080901
737,60111.163774168,120197.79983491801
738,60111.197102503,120197.833163253
739,60111.230434824,120197.86649557401
740,60111.263776574,120197.89983732402
741,60111.297095227,120197.933155977
742,60111.330435353,120197.966496103
743,60111.36377038,120197.99983113
744,60111.397102673,120198.03316342301
745,60111.430427966,120198.06648871601
746,60111.46375295,120198.09981370001
747,60111.497098743,120198.13315949301
748,60111.530432229,120198.16649297901
749,60111.563753607,120198.19981435701
750,60111.597081761,120198.23314251102
751,60111.630411218,120198.266471968
752,60111.66374183,120198.29980258
753,60111.697078123,120198.33313887301
754,60111.730417579,120198.366478329
755,60111.763743026,120198.399803776
756,60111.797065024,120198.43312577401
757,60111.830400637,120198.46646138701
758,60111.863736552,120198.499797302
759,60111.897062201,120198.53312295102
760,60111.930388286,120198.566449036
761,60111.963718855,120198.599779605
762,60111.997061855,120198.63312260501
763,60112.030400382,120198.666461132
764,60112.063725966,120198.69978671601
765,60112.09704476,120198.73310551001
766,60112.130391535,120198.76645228501
767,60112.163705038,120198.79976578802
768,60112.197055161,120198.83311591101
769,60112.23036924,120198.86642999001
770,60112.263708481,120198.89976923101
771,60112.297036145,120198.93309689501
772,60112.330383467,120198.96644421702
773,60112.363697881,120198.99975863102
774,60112.397025045,120199.033085795
775,60112.430360953,120199.06642170301
776,60112.463700449,120199.099761199
777,60112.497020148,120199.13308089801
778,60112.530366894,120199.16642764401
779,60112.563696508,120199.199757258
780,60112.597013089,120199.23307383902
781,60112.630360329,120199.26642107901
782,60112.663691702,120199.299752452
783,60112.697010025,120199.333070775
784,60112.730352647,120199.36641339702
785,60112.763677186,120199.39973793601
786,60112.797013592,120199.433074342
787,60112.830342923,120199.46640367301
788,60112.863678532,120199.49973928201
789,60112.896992281,120199.53305303102
790,60112.930332436,120199.56639318602
791,60112.963665603,120199.59972635302
792,60112.996998726,120199.63305947601
793,60113.03033588,120199.66639663001
794,60113.063667837,120199.699728587
795,60113.096979909,120199.73304065902
796,60113.130320742,120199.76638149201
797,60113.163653937,120199.79971468702
798,60113.196982594,120199.83304334401
799,60113.230315449,120199.866376199
800,60113.263647246,120199.89970799601
801,60113.296965977,120199.93302672701
802,60113.330298857,120199.966359607
803,60113.363636212,120199.99969696201
804,60113.3969653,120200.03302605002
805,60113.430302637,120200.06636338701
806,60113.463635953,120200.09969670301
807,60113.49695425,120200.133015
808,60113.530297495,120200.16635824501
809,60113.563617203,120200.199677953
810,60113.596955815,120200.233016565
811,60113.630278105,120200.26633885501
812,60113.663608605,120200.29966935501
813,60113.696949884,120200.333010634
814,60113.730278509,120200.36633925901
815,60113.763606164,120200.39966691402
816,60113.796942164,120200.43300291401
817,60113.830276692,120200.46633744202
818,60113.863599643,120200.49966039302
819,60113.896936252,120200.53299700201
820,60113.930274422,120200.56633517201
821,60113.963606405,120200.59966715501
822,60113.996931491,120200.63299224101
823,60114.030266558,120200.66632730802
824,60114.063600059,120200.69966080901
825,60114.096917187,120200.732977937
826,60114.130254713,120200.76631546301
827,60114.163578465,120200.79963921501
828,60114.19692834,120200.83298909
829,60114.230247588,120200.86630833801
830,60114.263584285,120200.89964503501
831,60114.2969162,120200.93297695002
832,60114.330237988,120200.966298738
833,60114.363584227,120200.99964497701
834,60114.396897516,120201.032958266
