timestamp,t_global,t_local,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ,accuracy
0.04169558333524037,0.04169666666712146,0.03436945833527716,0.00029244087636470795,-0.0011052489280700684,-0.00010603806003928185,-0.0020016315393149853,-0.0006545893847942352,0.0010590008459985256,-26.399314880371094,38.95634460449219,9.60858154296875,2
0.05157562500244239,0.05157583333493676,0.04424862500309246,-0.00019148364663124084,-0.0010743141174316406,0.00021326541900634766,0.0005454155616462231,-0.00047056470066308975,0.0012994841672480106,-26.384132385253906,38.96331024169922,9.526092529296875,2
0.06173487500200281,0.06173562500043772,0.054408458338002674,0.0002945922315120697,-0.0020508766174316406,0.0004819040186703205,0.0020447273273020983,-0.0008635995909571648,-0.0008265171200037003,-26.553543090820312,38.93496322631836,9.53179931640625,2
0.07192387500253972,0.07192458333156537,0.06459741666913033,0.0005646459758281708,-0.002386629581451416,-8.13598744571209e-05,-0.0021103364415466785,0.0025100926868617535,0.0008313003927469254,-26.441497802734375,39.10023880004883,9.473365783691406,2
0.08165149999695132,0.08165166666731238,0.07432445833546808,-0.00017024017870426178,-0.0027684569358825684,-0.0009801383130252361,0.0013175730127841234,0.0008001541718840599,-0.0012172162532806396,-26.44709014892578,39.27695083618164,9.592758178710938,2
0.09202416666812496,0.09202424999966752,0.08469704166782321,-0.00039215944707393646,-0.0022956132888793945,-0.0010515451431274414,-0.002136014401912689,0.00022597657516598701,-0.00021746568381786346,-26.461563110351562,39.231468200683594,9.475982666015625,2
0.10216349999973318,0.10216366666281829,0.09483645833824994,0.0005722809582948685,-0.0015177726745605469,-0.0008398294448852539,0.0017297302838414907,-0.0011408873833715916,-0.0022077951580286026,-26.611351013183594,39.08100128173828,9.693962097167969,2
0.11205850000260398,0.11205866666568909,0.10473145833384478,-0.00030794739723205566,-0.0017927289009094238,-0.001272022258490324,-0.0012695216573774815,-5.192076787352562e-05,-0.0014903396368026733,-26.569305419921875,39.255035400390625,9.881980895996094,2
0.12217079166293843,0.12217104166484205,0.1148438333402737,-0.0006660111248493195,-0.0020219087600708008,-0.00031310319900512695,0.002417127601802349,-0.0015623033978044987,0.001837585587054491,-26.5794677734375,39.26817321777344,9.281204223632812,2
0.13225358333147597,0.13225379166397033,0.12492658333940199,-0.0006631873548030853,-0.0019147992134094238,-0.00046515464782714844,0.0011585177853703499,0.000972759909927845,0.0021859267726540565,-26.60004425048828,39.14624786376953,9.7374267578125,2
