accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,variant,fault,model,data_type,subset_accuracy,hamming_loss,f1_micro
0.98989898989899,0.9945054945054944,0.9444444444444444,0.9678258043548912,0.99000999000999,0.98989898989899,0.9896298047094276,airpods_gyro,weak_bracing,LightGBM,airpods_gyro,,,
0.9797979797979798,0.9891304347826086,0.8888888888888888,0.9320054945054944,0.9802371541501976,0.9797979797979798,0.9786463536463538,airpods_gyro,weak_bracing,RandomForest,airpods_gyro,,,
0.98989898989899,0.9945054945054944,0.9444444444444444,0.9678258043548912,0.99000999000999,0.98989898989899,0.9896298047094276,airpods_gyro,weak_bracing,MLP,airpods_gyro,,,
0.98989898989899,0.9583333333333331,0.994318181818182,0.9754037267080746,0.9907407407407408,0.98989898989899,0.9900897170462388,airpods_gyro,poor_breathing,XGBoost,airpods_gyro,,,
0.9797979797979798,0.9230769230769232,0.9886363636363636,0.9525862068965516,0.9829059829059827,0.9797979797979798,0.9805236270753512,airpods_gyro,poor_breathing,LightGBM,airpods_gyro,,,
0.9797979797979798,0.9488636363636364,0.9488636363636364,0.9488636363636364,0.9797979797979798,0.9797979797979798,0.9797979797979798,airpods_gyro,poor_breathing,RandomForest,airpods_gyro,,,
0.9595959595959596,0.8788014311270125,0.9375,0.9051724137931034,0.964023057046313,0.9595959595959596,0.9610472541507024,airpods_gyro,poor_breathing,MLP,airpods_gyro,,,
0.9595959595959596,0.9210164835164836,0.8443820224719101,0.8777777777777778,0.9577367077367078,0.9595959595959596,0.9575757575757576,airpods_gyro,dropping_too_fast,XGBoost,airpods_gyro,,,
0.9595959595959596,0.9210164835164836,0.8443820224719101,0.8777777777777778,0.9577367077367078,0.9595959595959596,0.9575757575757576,airpods_gyro,dropping_too_fast,LightGBM,airpods_gyro,,,
0.98989898989899,0.9944444444444444,0.95,0.9708909144369302,0.9900112233445568,0.98989898989899,0.989661388955714,airpods_gyro,dropping_too_fast,RandomForest,airpods_gyro,,,
0.9696969696969696,0.9333333333333332,0.8943820224719101,0.9126727433107908,0.9687991021324356,0.9696969696969696,0.9689841668671424,airpods_gyro,dropping_too_fast,MLP,airpods_gyro,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,airpods_gyro,unintentional_pause,XGBoost,airpods_gyro,,,
0.98989898989899,0.9166666666666669,0.99468085106383,0.9518716577540108,0.9915824915824916,0.98989898989899,0.9903311186733648,airpods_gyro,unintentional_pause,LightGBM,airpods_gyro,,,
0.98989898989899,0.9947368421052633,0.9,0.9417989417989416,0.9900053163211058,0.98989898989899,0.9893645449201004,airpods_gyro,unintentional_pause,RandomForest,airpods_gyro,,,
0.9797979797979798,0.8946808510638298,0.8946808510638298,0.8946808510638298,0.9797979797979798,0.9797979797979798,0.9797979797979798,airpods_gyro,unintentional_pause,MLP,airpods_gyro,,,
0.9292929292929292,0.9606741573033708,0.7941176470588236,0.8499025341130604,0.9348541595732608,0.9292929292929292,0.921574418650442,airpods_gyro,asymmetrical_pattern,XGBoost,airpods_gyro,,,
0.9393939393939394,0.9659090909090908,0.8235294117647058,0.8752100840336134,0.943526170798898,0.9393939393939394,0.9339699516170104,airpods_gyro,asymmetrical_pattern,LightGBM,airpods_gyro,,,
0.9393939393939394,0.9659090909090908,0.8235294117647058,0.8752100840336134,0.943526170798898,0.9393939393939394,0.9339699516170104,airpods_gyro,asymmetrical_pattern,RandomForest,airpods_gyro,,,
0.9292929292929292,0.8991596638655461,0.8407460545193688,0.866138690361213,0.9267464561582208,0.9292929292929292,0.9265067128694712,airpods_gyro,asymmetrical_pattern,MLP,airpods_gyro,,,
0.9696969696969696,0.9684729064039408,0.9594202898550726,0.963784904279966,0.9696372592924316,0.9696969696969696,0.9695491680615448,airpods_gyro,poor_stance,XGBoost,airpods_gyro,,,
