fold,macro_f1,accuracy,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std
1,0.894755794548718,0.7875,0.8886373391038441,0.03870059774849173,0.767626582278481,0.09255041563594146
2,0.9053030831127344,0.8734177215189873,0.8886373391038441,0.03870059774849173,0.767626582278481,0.09255041563594146
3,0.939894577785061,0.7974683544303798,0.8886373391038441,0.03870059774849173,0.767626582278481,0.09255041563594146
4,0.8640140138388855,0.759493670886076,0.8886373391038441,0.03870059774849173,0.767626582278481,0.09255041563594146
5,0.8392192262338215,0.620253164556962,0.8886373391038441,0.03870059774849173,0.767626582278481,0.09255041563594146
