fold,macro_f1,accuracy,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std
1,0.9050249544579342,0.8,0.898271373412182,0.024310434187124016,0.7954430379746835,0.04857857783677374
2,0.891505702595928,0.8354430379746836,0.898271373412182,0.024310434187124016,0.7954430379746835,0.04857857783677374
3,0.9345682888540032,0.8481012658227848,0.898271373412182,0.024310434187124016,0.7954430379746835,0.04857857783677374
4,0.8923118035399019,0.759493670886076,0.898271373412182,0.024310434187124016,0.7954430379746835,0.04857857783677374
5,0.8679461176131423,0.7341772151898734,0.898271373412182,0.024310434187124016,0.7954430379746835,0.04857857783677374
