fold,macro_f1,accuracy,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std
1,0.9264250942269519,0.8625,0.9190772210771806,0.023884922246009736,0.8281962025316455,0.035763764167541186
2,0.899545308183117,0.8354430379746836,0.9190772210771806,0.023884922246009736,0.8281962025316455,0.035763764167541186
3,0.9495858969754187,0.8607594936708861,0.9190772210771806,0.023884922246009736,0.8281962025316455,0.035763764167541186
4,0.8905784641926827,0.7848101265822784,0.9190772210771806,0.023884922246009736,0.8281962025316455,0.035763764167541186
5,0.9292513418077328,0.7974683544303798,0.9190772210771806,0.023884922246009736,0.8281962025316455,0.035763764167541186
