t_global,t_local,accX,accY,accZ,gyroX,gyroY,gyroZ,gravX,gravY,gravZ,qx,qy,qz,qw
0.48751199999969685,0.4866432499984512,-0.9256563782691956,0.2604348063468933,-0.223311647772789,0.07381964474916458,-0.022337807342410088,0.000558978586923331,0.7484040856361389,0.32548418641090393,-0.5778852105140686,-0.1832218017366066,0.4212921878305337,-3.998724380340863e-17,0.8882243168473347
0.5274778750026599,0.5266087499985588,-0.6583259105682373,0.11093253642320633,-0.07268032431602478,0.09431274980306625,-0.022034132853150368,-0.0027266116812825203,0.48013049364089966,0.4770912230014801,-0.736110508441925,-0.23549082891745368,0.2765660358198716,-0.07154851883086466,0.928943453471791
0.5275952916708775,0.5267265833317651,-0.33242177963256836,0.027069885283708572,-0.004307634197175503,0.11480585485696793,-0.021730458363890648,-0.006012202240526676,0.1532832831144333,0.563058614730835,-0.8120771050453186,-0.2805879543880114,0.12341726088310334,-0.14091803866942199,0.9413716352956052
0.5599829583370592,0.5591138333329582,-0.00441060122102499,0.007338777184486389,-0.033219315111637115,0.1649511605501175,0.030885927379131317,-0.013986711390316486,-0.17336148023605347,0.5720884203910828,-0.8016611337661743,-0.3139258388397383,-0.02489919866314017,-0.20257315597490982,0.9272510565205813
0.5600553750045947,0.559186625003349,-0.012508359737694263,-0.006251034792512655,-0.030823327600955963,0.23753613233566284,0.08068788051605225,-0.06116248667240143,-0.17404614388942719,0.5726221799850464,-0.801131546497345,-0.3143372819334126,-0.025025332783075473,-0.20304456506817747,0.9270051414500644
0.5893366666714428,0.5884677916692453,-0.0170932374894619,-0.01055697537958622,-0.027009736746549606,0.2796468436717987,0.11032256484031677,-0.10273834317922592,-0.17431311309337616,0.571287214756012,-0.802026093006134,-0.31362282379315687,-0.025053017417474076,-0.20384567770112166,0.9270706080621526
0.5897125833362225,0.5888436666646157,-0.02168092131614685,-0.014861390925943851,-0.02319761924445629,0.3217575252056122,0.1399572342634201,-0.14431419968605042,-0.17457722127437592,0.5699506402015686,-0.8029190897941589,-0.31290797335573606,-0.025080599993558193,-0.20464651855483204,0.9271349262842109
0.6189040416720673,0.6180352500014124,-0.025265386328101158,-0.01123546902090311,-0.018508724868297577,0.3285917639732361,0.16056525707244873,-0.17515332996845245,-0.17386803030967712,0.5659573078155518,-0.8058921694755554,-0.3105476123962547,-0.024780303964083268,-0.20591509723290358,0.9276555774804027
0.6485625833374797,0.6476937499974156,-0.02134689688682556,-0.0163559727370739,-0.013840295374393463,0.34837809205055237,0.1947750300168991,-0.2248942255973816,-0.17377421259880066,0.5546948313713074,-0.8137052059173584,-0.30419286035923426,-0.024780661324752797,-0.2099639474705698,0.9288528333816529
0.6487183749995893,0.6478496249983436,-0.014802483841776848,-0.023876138031482697,-0.017597967758774757,0.36934196949005127,0.20382069051265717,-0.231369286775589,-0.17472875118255615,0.5491681694984436,-0.8172417879104614,-0.3012342861677015,-0.025238612700700287,-0.2121604694599601,0.9293054218602929
